enterprise_name,legal_representative,contact_number,province,city,address,email,unified_social_credit_code,organization_code
天津天仪金属制品有限公司,魏悦彬,022-26154188；022-26154180,天津,天津市,天津市东丽区大毕庄工业区,yjy731104@163.com,911201101037331512,10373315-1
天津市发利汽车压铸件厂,于树远,022-26652789；022-26672789；022-26676309；022-26649691；022-26652851,天津,天津市,北辰区津坝公路北,falichangban@163.com,91120113103928450W,10392845-0
天津市江瑞钢铸件有限公司,王顺江,022-28684568,天津,天津市,天津市津南区小站镇大站村大站集团对面,tjjr2012@163.com,911201127676049425,76760494-2
天津英昌钢琴铸件有限公司,金鸿辰,022-27798663；022-27795878,天津,天津市,天津市西青区中北镇万卉路3号新城市中心写字楼D座909室,liuyujing71@163.com,91120111600554736P,60055473-6
宁波爱发科精密铸件有限公司,申周勳,0574-87575856,浙江,宁波市,宁波市江北区海川路99号,unn@ulvac.com.cn,9133020079600484XX,79600484-X
安徽省宁国市亚晨碾磨铸件有限责任公司,张晓红,0563-4630588,安徽,宣城市,宁国市宁墩镇上街,347835998@qq.com,91341881153443240Y,15344324-0
安徽省巢湖铸造厂有限责任公司,史磊,0551-82352999；0551-82308192；0551-82308348,安徽,合肥市,安徽省巢湖市长江西路2号,5910800@sina.com,913401811535806326,15358063-2
宜兴市诚驰压铸件有限公司,樊向军,0510-87551012；0510-87558638,江苏,无锡市,宜兴市周铁镇分水村,346727874@qq.com,9132028266006785X1,66006785-X
山西省交城县兴龙铸造有限公司,闫广平,0358-3923457,山西,吕梁市,吕梁市交城县夏家营银通园区,zz.wu@xinglong-casting.com,91141122X02645195Y,X0264519-5
广州驭风旭铝铸件有限公司,徐季平,020-22669976；020-22669983,广东,广州市,广州市增城区仙宁路498号,lsw@gzwaa.com,914401837973941739,79739417-3
广西全垒液压件铸造有限公司,何强,0775-7275771,广西,玉林市,广西玉林市陆川县珊罗镇六燕村(玉林市广南机械配件制造有限公司内),248280332@qq.com,91450900MA5KDGW88W,MA5KDGW8-8
徐州国隆电力配件铸造有限公司,张琳森,—,江苏,徐州市,沛县开发区萧何路北侧,,91320322756449799H,75644979-9
无锡市西漳有色金属铸件有限公司,华正兴,0510-83753774；0510-83753744,江苏,无锡市,无锡市惠山区堰桥街道西漳漳兴路28-1号,,91320206250046896M,25004689-6
日比野铸件（常熟）有限公司,ITO TATSUICHI（伊藤达一）,0512-52095210,江苏,苏州市,江苏省常熟经济开发区亚太路6号,mjwang@hibino-cn.com,913205815754011631,57540116-3
朝阳飞马车辆设备股份公司,汪兆海,0421-4163600；0421-4167377；0421-4164022,辽宁,朝阳市,辽宁省喀左县公营子镇新华路一号,JXJ7377@163.com,91211300123465975R,12346597-5
柏乡县金鑫机械铸造有限责任公司,秦红世,0319-7762288；0319-7701002；0319-7766365；0319-7751809,河北,邢台市,柏乡县柏镇路38号,,91130524745442030T,74544203-0
江苏力源金河铸造有限公司,王军,0513-80695805；0513-80695370；0513-80695286,江苏,南通市,江苏省如皋市白蒲镇,jinhe@lyjhcasting.com,913200007317729521,73177295-2
江苏新浩祥科技有限公司,王苏新,0523-84506221,江苏,泰州市,靖江经济技术开发区新兴路1号,994889218@qq.com,91321282MA1Q38QT34,MA1Q38QT-3
江阴五星焊接铜业有限公司,缪元生,0510-86027182；0510-86027181,江苏,无锡市,江阴市锡澄路159号,1121848860@qq.com,9132028125032864XN,25032864-X
江阴市合金钢铸造有限公司,林小强,0510-86322720,江苏,无锡市,江阴市顾山镇新龚村,1152365394@qq.com,91320281250409319Y,25040931-9
江阴市星海铸造有限公司,黄叙平,0510-86202812,江苏,无锡市,江阴市华士镇勤丰路,xh@xhfoundry.com,91320281773782489E,77378248-9
沈阳机床银丰铸造有限公司,刘源,024-27898115,辽宁,沈阳市,辽中县火车站新区,yf_office@smtcl.com,912101227507555170,75075551-7
泽州县世纪球墨铸造有限公司,王达达,0356-3812006；0356-3812001,山西,晋城市,山西省泽州县南村镇南马匠村,sxsjgy@126.con,91140525762457728A,76245772-8
浙江华驰阀门有限公司,林友义,0577-65516486,浙江,温州市,瑞安市上望街道寨直西路1号,,913303811456308634,14563086-3
七天四季酒店（广州）有限公司,陈礼明,020-83995777,广东,广州市,广州高新技术产业开发区科学城香山路17号703房,hr@platenogroup.com,914401165602132666,56021326-6
三江县城市快捷酒店管理有限公司,韦恩明,0772-6676666,广西,柳州市,三江县古宜镇河东开发区雅兴小区,569940349@qq.com,91450226MA5NJL4C10,MA5NJL4C-1
上海锦江国际酒店股份有限公司,俞敏亮,021-63741122,上海,上海市,中国(上海)自由贸易试验区杨高南路889号东锦江大酒店商住楼四层(B区域),JJIR@jinjianghotels.com,91310000132203715W,13220371-5
上海（海南）旅游联合发展有限公司锦江温泉大酒店,汪妮,0898-62779018,海南,省直辖县级行政区划,琼海博鳌金海岸大道1号,869639695@QQ.com,914690027212763308,72127633-0
上饶市龙潭湖酒店集团有限公司,施文洲,0793-7936010,江西,上饶市,江西省上饶市信州区吉阳中路6号办公用房幢1-1,839657200@QQ.COM,91361100MA38B0W38C,MA38B0W3-8
中信京城大厦有限责任公司,杨劲,010-84868095,北京,北京市,北京市朝阳区新源南路6号,86074443@qq.com,9111010510172450X2,10172450-X
中山市古镇龙泉酒店,蓝铭波,0760-22351888,广东,中山市,中山市古镇岐江公路18号,498156946@qq.com,91442000732165097X,73216509-7
丹东隆庭酒店有限责任公司,郑楷,0415-2661841,辽宁,丹东市,丹东市鸭绿江大街396号02室、10室、11室、2901-2918室、3001-3018室,403599826@qq.com,91210600MA0QFEXF3U,MA0QFEXF-3
乐山市金口河区大瓦山乡村酒店有限公司,余廷学,0833-2445978,四川,乐山市,四川省乐山市金口河区吉星乡金星村11组活动室,,91511113MA65F82X9X,MA65F82X-9
乳山市东方大厦大酒店,杜英梅,0631-6677888,山东,威海市,山东省威海市乳山市城区胜利街72号,943034370@qq.com,91371083MA3NWTPD2H,MA3NWTPD-2
云南富汇酒店有限公司,杨石强,—,云南,昆明市,云南省昆明市五华区红云街道北仓村第三居民小组178号,,91530102MA6NHJ775Q,MA6NHJ77-5
佛山市南海区谢边银龙酒店,崔江波,0757-85564488,广东,佛山市,佛山市南海区大沥广佛路谢边路段谢边桥侧,1198716715@qq.com,91440605X18312993N,X1831299-3
北京三里屯酒店管理有限公司,龙雁仪,010-64105260；010-64105268；010-85296008,北京,北京市,北京市朝阳区三里屯路11号院1号楼,yukichang@swirehotels.com,91110000797550287Q,79755028-7
北京京浩达科贸有限公司众晶鑫酒店,曹伦浩,—,北京,北京市,北京市海淀区复兴路26号院西北角,651014842@qq.com,911101088021237314,80212373-1
北京伯豪瑞廷酒店有限责任公司,李韫,010-85885588；010-85885587,北京,北京市,北京市朝阳区光华路15号院3号楼,bohao@bh.radegasthotel.com,91110105678784005C,67878400-5
北京华正荣泰酒店管理有限公司,田硕,010-80258188,北京,北京市,北京市大兴区香海园57号楼二层201,13381111511@163.com,91110115MA007WWN41,MA007WWN-4
北京城市开发集团有限责任公司丽亭华苑酒店,邵蕾,010-82091903；010-82356699,北京,北京市,北京市海淀区知春路大运村公寓25号,Beijing@parkplaza-bj.com,9111010880206089XD,80206089-X
北京拉斐特城堡酒店有限公司,韩宁,010-89758866；010-69756542,北京,北京市,北京市昌平区北七家镇八仙别墅仙霞东里0201号,lftzongban@163.com,91110114102709037G,10270903-7
华天酒店集团股份有限公司,蒋利亚,400-820-0428；0731-84442888,湖南,长沙市,长沙市芙蓉区解放东路300号,changshahuatian@126.com,914300006167701771,61677017-7
南宁宏桂家人酒店有限公司,龙亭洁,—,广西,南宁市,南宁市青秀区民主路17号,su13807819678@163.com,91450103MA5NHT615G,MA5NHT61-5
南昌慧谷酒店管理有限公司,张继明,—,江西,南昌市,江西省南昌市红谷滩新区红角洲学府大道899号慧谷产业园5号楼7、8、9、10层及1层商铺,495808966@qq.com,91360125MA35KRP76K,MA35KRP7-6
南阳军供宾馆,余宛喜,—,河南,南阳市,南阳市铁东街82号,18837711166@139.com,9141130041904810XX,41904810-X
台山市旅梦酒店有限公司,李艳梅,—,广东,江门市,台山市川岛镇上川飞沙滩旅游区二区4号,,91440781MA4UU44K5N,MA4UU44K-5
天津利顺德大饭店有限公司,刘晶,022-58526888；022-23311688,天津,天津市,天津市和平区台儿庄路33号,katherine.dong@astorhoteltj.com,9112010160055084X9,60055084-X
太湖县水乡江南酒店管理有限公司,宋传亮,0556-4571818,安徽,安庆市,安徽省安庆市太湖县晋熙镇人民东路文博园二期职工宿舍一号楼,11909299@qq.com,91340825MA2TB1085F,MA2TB108-5
宁波海曙亚丁酒店有限公司,胡宇杭,0574-87225683,浙江,宁波市,浙江省宁波市海曙区尚书街1号,774577999@qq.com,91330203MA282PMFX4,MA282PMF-X
宜昌三峡美猴王国际旅行社有限公司东和宾馆门市部,梅龙,—,湖北,宜昌市,宜昌市伍家岗区桔城路2号(东和宾馆101),xiuxiu806@126.com,91420500MA4977HB81,MA4977HB-8
峨眉山旅游股份有限公司金顶索道分公司峨眉山金顶大酒店,徐灏,0833-5098112,四川,乐山市,峨眉山市黄湾乡金顶,,91511181720860201A,72086020-1
崇阳朋来商务酒店,丁三林,—,湖北,咸宁市,崇阳县天城镇一马安置小区二栋第1、2号门店,13197416203@qq.com,91421223MA496YRG0G,MA496YRG-0
平顶山市蕴海锦园大酒店有限公司,赵剑阳,0375-2638000,河南,平顶山市,平顶山市新城区长安大道与怀仁路交叉口西南角,zxgahotel@163.com,914104003301095277,33010952-7
上海诸神软件科技有限责任公司,张协宗,—,上海,上海市,上海市闵行区吴中路1189号2幢505室,ivy@bestchoiceco.com,91310000MA1GCCD55G,MA1GCCD5-5
上海顶流游戏有限公司,濮正伟,021-69125256,上海,上海市,上海市嘉定区真南路4268号2幢JT11765室,,91310120MA1HYXRP67,MA1HYXRP-6
上海驶向云外游戏工作室,朱迪,—,上海,上海市,上海市金山工业区广业路585号1幢2楼2239室,,91310116MA1JDQA28L,MA1JDQA2-8
上海龙语游戏软件合伙企业（有限合伙）,张大伟,—,上海,上海市,上海市浦东新区莲振路298号4号楼H241室,63281545@qq.com,-,-
中盈网科技（广州）有限公司,袁瑛,—,广东,广州市,广州市南沙区丰泽东路106号(自编1号楼)X1301-C010892(集群注册)(JM),3038951615@qq.com,914401040784092445,07840924-4
北京小蛮游戏软件有限公司,马志利,—,北京,北京市,北京市海淀区杏石口路80号中央液态冷热源环境系统产业基地项目B区2号楼3层301-27号,1647982507@qq.com,91110108MA01HUHM0R,MA01HUHM-0
北京掌聚互动游戏软件有限公司,李鹏,010-59456901,北京,北京市,北京市石景山区实兴大街30号院3号楼2层A-0026房间,lipeng@issgame.com,91110107069619258E,06961925-8
北京超视距游戏科技有限公司,易卓航,—,北京,北京市,北京市大兴区乐园路4号院2号楼3层1单元305,513863527@qq.com,91110115MA00H8ER18,MA00H8ER-1
南京昀趣互动游戏有限公司,魏光明,025-85600677,江苏,南京市,南京市秦淮区石杨路116号1幢第三层,1299858981@qq.com,91320100MA1TEUEJ8U,MA1TEUEJ-8
南京沃夫时趣网络科技有限公司,周路,—,江苏,南京市,南京市建邺区奥体大街69号新城科技大厦01栋四层,1149308505@qq.com,91320105MA1MPRW531,MA1MPRW5-3
南京牧游网络科技有限公司,徐素珍,—,江苏,南京市,南京市秦淮区菱角市66号07栋203-2室,13770990549@163.com,91320104302787777L,30278777-7
博雅网络游戏开发（深圳）有限公司,吴昌昱,0755-86387087；0755-86513574,广东,深圳市,深圳市南山区西丽街道曙光社区中山园路1001号TCL科学园区E1栋801,BYHDIG@boyaa.com,91440300564202564Y,56420256-4
四川物格网络游戏有限公司,林碧波,—,四川,成都市,四川省成都市成华区昭觉寺南路119号2层附1号,515031832@qq.com,91510108MA6BAY5587,MA6BAY55-8
国银网络科技有限公司,刘佳,—,湖南,长沙市,湖南省长沙市高新开发区麓谷街道岳麓西大道588号芯城科技园2栋1905房,106531325@qq.com,91430100MA4LYJG37D,MA4LYJG3-7
境界游戏股份有限公司,张东泉,010-82823113-320；010-88465103,北京,北京市,北京市海淀区复兴路29号裙楼5层527室,liyan@363.com,91110108692335118W,69233511-8
大连灵壹游戏科技有限责任公司,付禹辉,0411-88149725,辽宁,大连市,辽宁省大连高新技术产业园区敬贤街26号1803号,luanqian@dreams-plus.com,91210231335859757J,33585975-7
威海龙必达信息技术有限公司,潘龙飞,—,山东,威海市,威海市高区科技路-200号开来大楼A502室,13361172323@163.com,91371000MA3C7WQC21,MA3C7WQC-2
威盟游戏（深圳）有限公司,郑海治,0755-21003548,广东,深圳市,深圳市龙华区龙华街道清湖社区清庆路1号深圳广播电影电视集团文化创意产业园1栋1301C区,2100756771@qq.com,91440300MA5EY5B32Q,MA5EY5B3-2
安徽熙雨丽禾网络科技有限公司,郭琼蔚,—,安徽,合肥市,安徽省合肥市经济技术开发区金寨南路欧洲风情街A区23/27-C/H二层,13696549214@163.com,913401003951914888,39519148-8
广州丰原互联网信息服务有限公司,姜正田,020-82351190,广东,广州市,广州市天河区华强路3号之二2205室(部位:之一)(仅限办公),13538988387@139.com,91440106759437937C,75943793-7
广州起源游戏信息科技有限公司,穆明林,—,广东,广州市,广州市天河区棠下荷光三横路13号606房,13825611108@qq.com,91440101MA5AYA3N56,MA5AYA3N-5
广西锐联互娱网络科技有限责任公司,史方雨,—,广西,南宁市,中国(广西)自由贸易试验区南宁片区金龙路2号南宁万科大厦C座2层201号房屋D1-49号工位,shifangyu@gyyx.cn,91450108MA5PD11U43,MA5PD11U-4
广西顺为行通科技有限责任公司,刘庆,—,广西,北海市,广西壮族自治区北海市工业园区吉林路23号北海工业园区创新创业基地1幢3楼B28室,1095593005@qq.com,91450500MA5L2CRG1A,MA5L2CRG-1
成都双倍游戏科技有限公司,石敏明,028-86721044,四川,成都市,中国(四川)自由贸易试验区成都高新区世纪城南路599号天府软件园D区6栋505号,liuchun@d-game.cn,91510100MA62N2QE0B,MA62N2QE-0
成都天象互动网络游戏有限公司,张普,028-67398200；028-69760608,四川,成都市,中国(四川)自由贸易试验区成都高新区天府大道中段1366号2栋13层,yangxinyi01@qiyi.com,91510100MA61TWY862,MA61TWY8-6
成都梦之晨科技有限公司,史学梅,028-64570705,四川,成都市,中国(四川)自由贸易试验区成都高新区天府大道北段28号1幢1单元25层2502号,345054173@qq.com,91510100MA6DEWW82C,MA6DEWW8-2
无锡一条龙游戏网络有限公司,张顺利,0510-83839666,江苏,无锡市,无锡市锡山经济开发区春晖东路149号,hr@k3k.com,91320205MA1MF42P92,MA1MF42P-9
无锡优耐铭科技有限公司,周兰,—,江苏,无锡市,无锡市湖滨路3号-403,517190623@qq.com,91320211339137268Y,33913726-8
无锡清漾科技有限公司,陈天纯,0510-85188090,江苏,无锡市,无锡市滨湖区湖滨路3号402室,191873560@qq.com,91320211MA1MAEQB7K,MA1MAEQB-7
杭州天下游戏科技经营管理有限公司,鲁国良,0571-88069001；0571-86699001,浙江,杭州市,拱墅区祥园路108号2幢1201室,txyx@cgia.cc,91330101697089243H,69708924-3
中奥同和（大连）石化有限公司,刘丽珍,—,辽宁,大连市,辽宁省大连长兴岛经济区三堂中心街5-7号,549488717@qq.com,91210244MA102C5F78,MA102C5F-7
丹东市佳钰服装有限责任公司,曲振东,—,辽宁,丹东市,辽宁省丹东市振兴区浪头镇中央大街31-16号,214369563@qq.com,91210600MA105P3Y1D,MA105P3Y-1
丹东杰沃德箱包有限公司,相明红,—,辽宁,丹东市,辽宁省丹东市安民镇文斌村八组,550299538@qq.com,91210600MA105NPH7W,MA105NPH-7
丹东松轩木制品有限公司,徐彤彤,—,辽宁,丹东市,辽宁省丹东市国祥路13-2,13942570600@139.com,91210600MA105HPQ4N,MA105HPQ-4
丹东海洋重工有限公司,王凤斌,0415-3819308；0415-3819628；0415-3819136,辽宁,丹东市,丹东市临港产业园区大东港区,420993371@qq.com,91210600670491451W,67049145-1
凌源旭阳凌钢能源有限公司,宋万良,—,辽宁,朝阳市,辽宁省朝阳市凌源市经济开发区兴源大街,liyj1@risun.com,91211300MA105LYT7C,MA105LYT-7
博宇（朝阳）半导体科技有限公司,MORRIS  SHEN-SHIH  YOUNG,0421-5252816,辽宁,朝阳市,辽宁省朝阳市喀左县经济开发区,wanhang.li@bypbn.com,91211324MA0UTUJ05L,MA0UTUJ0-5
大石桥市震宇耐火材料有限公司,曹继伟,0417-5930212；0417-5381777；0417-5265777,辽宁,营口市,辽宁省营口大石桥市博洛铺镇太平庄村,9121088267049090XN@Inpst.cn,9121088267049090XN,67049090-X
大连义恒贸易有限公司,张树星,—,辽宁,大连市,辽宁省大连市甘井子区虹桥街虹桥园3号2单元1层1号,1774403890@qq.com,91210211MA105LYBXD,MA105LYB-X
大连佳诚日田科技发展有限公司,刘国章,—,辽宁,大连市,辽宁省大连保税区B2区大连丰汇国际工业园1号厂房一层1单元1一层2单元1,2690227034@qq.com,91210242MA0TWK9BXT,MA0TWK9B-X
大连汇洲石化有限公司,田雪莲,0411-82518089；0411-66776573,辽宁,大连市,辽宁省大连长兴岛经济区三堂中心街5-7号,118255323@qq.com,91210242MA0Y8K0G78,MA0Y8K0G-7
大连海峰包装制品有限公司,王涛,—,辽宁,大连市,辽宁省大连市甘井子区玉带路11号2单元1层2号,MNH2000@163.COM,91210211MA105BYP7L,MA105BYP-7
大连禾鼎国际贸易有限公司,李胜义,—,辽宁,大连市,辽宁省大连普湾新区三十里堡街道国泰路711号1单元6层3号,yolandawong@foxmail.com,91210213MA102BXA1L,MA102BXA-1
大连纳川纸制品有限公司,张永芝,0411-39339858,辽宁,大连市,辽宁省大连市金州区友谊街道龙王庙村金家屯237-2号1层,liushiqi@dl-nc.com,91210213058053885P,05805388-5
大连远东数控刀具有限公司,齐树民,0411-86269825,辽宁,大连市,辽宁省大连市旅顺口区北路(三涧段)307-9号,906863711@qq.COM,91210212MA0UDWGL6M,MA0UDWGL-6
大连通孚祥汽车贸易有限公司,于艳弘,0411-88010000-805；0411-88010000；0411-8801000,辽宁,大连市,辽宁省大连保税区填海区内中港北一路9号,1342664983@qq.com,91210242669237122F,66923712-2
大连顺秋服装有限公司,赵蕴中,—,辽宁,大连市,辽宁省大连市甘井子区营旭路18号,2740834350@qq.com,91210211MA0Y7CLC0Q,MA0Y7CLC-0
大连龙想催化化学股份有限公司,刘竖毅,0411-62395918；0411-62395499,辽宁,大连市,辽宁省大连普湾新区松木岛化工园区,sunaijuan@dragonwin.net.cn,91210200565515175Q,56551517-5
应生（辽宁）进出口贸易有限公司,高原,—,辽宁,沈阳市,中国(辽宁)自由贸易试验区沈阳片区创新二路39-1号6层B049号工位,yaiy82834@163.com,91210100MA102BWJ90,MA102BWJ-9
日新科宇汽车用品（大连）有限公司,李庆刚,0411-66162576,辽宁,大连市,辽宁省大连经济技术开发区湾达路41-19、41-20号,shi_zhimin@rxky.com.cn,912102130580525246,05805252-4
格劳博机床（中国）有限公司,马库斯·奥斯特勒,0411-39266488；0411-39266506；0411-39218788,辽宁,大连市,辽宁省大连经济技术开发区铁山东路105号,5152555@QQ.COM,91210213565502729F,56550272-9
沈阳优尼斯智能装备有限公司,徐仲,024-25190067；024-25190354；024-25190353,辽宁,沈阳市,辽宁省沈阳经济技术开发区十一号街3甲1-2号,hr@unis.com,91210106MA0UE8XC01,MA0UE8XC-0
沈阳盛纳机械制造有限公司,徐成,024-27885000；024-87828000,辽宁,沈阳市,辽宁省沈阳市辽中区蒲西街道政府路272-1号,sysnfj@163.com,912101226795314720,67953147-2
沈阳马勒汽车热系统有限公司,王骏,024-82569964；024-82569962,辽宁,沈阳市,沈阳市大东区轩畅路3号,zhe.llin@smts-co.com,91210100057155716Q,05715571-6
海城市聚贤祥机电制造有限公司,刘涛,—,辽宁,鞍山市,辽宁省鞍山市海城市经济技术开发区大甲委,tjmhu@163.com,91210381MA0Y7H1760,MA0Y7H17-6
盘锦奥德燃气装备制造有限公司,史兰征,0427-6590892；0427-6590935；0427-6590907,辽宁,盘锦市,盘锦市兴隆台区辽河中路西公园街北,orderpanjin@126.com,912111030556755077,05567550-7
美斯瑞捷成技术（大连）有限公司,周东璇,0411-66779828,辽宁,大连市,辽宁省大连经济技术开发区港兴大街39-12号,4708033246@qq.com,91210213051148726J,05114872-6
营口辽河药机制造有限公司,张家兴,0417-3824445；0417-4869602；0417-4869606,辽宁,营口市,辽宁省营口市西市区新建大街15号,lhyjsp@163.com,912108005646249941,56462499-4
营口顺和耐火材料有限公司,刘成松,—,辽宁,营口市,辽宁省营口盖州市青石岭镇蚂虹嘴村,534427497@qq.com,91210881MA105N2609,MA105N26-0
辽宁东大鑫峰矿冶科技有限公司,邢晓光,—,辽宁,沈阳市,"辽宁省沈抚新区金枫街77-1号,民丰大厦1004房间",pch1991@126.com,91211500MA105LPH13,MA105LPH-1
卓尼县江乾民族产品开发有限责任公司,公布站加,—,甘肃,甘南藏族自治州,甘肃省甘南州卓尼县尼巴乡江车村,1371749313@qq.com,91623022316079958N,31607995-8
庄河木木熊服饰有限公司,贺爱娟,0411-83607062,辽宁,大连市,辽宁省大连庄河市蓉花山镇德兴村(蓉花山镇政府410室),1378336631@163.com,91210283MA0YWABR0G,MA0YWABR-0
扬州奇创绳带织造厂,朱家兵,0514-85760284,江苏,扬州市,扬州市友谊路419号-310,13082568969@qq.com,91321011598634824N,59863482-4
扬州狼行户外用品有限公司,范如明,—,江苏,扬州市,扬州市邗江区方巷镇方巷村部旁,1135390873@qq.com,91321003MA1MN87HXE,MA1MN87H-X
扬州祺运绳网带制造有限公司,潘林芳,—,江苏,扬州市,扬州市江都区浦头镇工业园区,,91321012MA1WBN3G00,MA1WBN3G-0
扬州美川户外用品有限公司,周海,—,江苏,扬州市,扬州市江都区樊川镇工业园区,z84860771@163.com,9132101208792618XE,08792618-X
扬州耐力户外用品有限公司,肖如英,0514-87634535,江苏,扬州市,扬州市邗江区创业园东路10号,1023307362@qq.com,9132100076154618XD,76154618-X
扬州蒲公英户外装备有限公司,褚波,0514-86351156；0514-86354488；0514-86356998,江苏,扬州市,扬州市江都区舜天路北侧鱼尾狮花园S3幢,www.dandelionoutdoor@gmail.com,91321012MA1MBHKQ5C,MA1MBHKQ-5
扬州领头羊旅游用品有限公司,匡国菲,—,江苏,扬州市,扬州市广陵区江都路337号,393086594@qq.com,91321002MA1WQU300Q,MA1WQU30-0
株洲三友帐蓬有限公司,唐海波,—,湖南,株洲市,湖南省株洲市荷塘区东环路901号海天盛景园127号,,91430202MA4M18LH45,MA4M18LH-4
株洲市希翼制服有限公司龙岩分公司,杨林妹,—,福建,龙岩市,福建省龙岩市新罗区曹溪街道天星路中骏7号楼903,,91350800MA2YEPQM16,MA2YEPQM-1
株洲新阳帐篷有限公司,宾新洲,—,湖南,株洲市,湖南省株洲市荷塘区金山街道新市村文家冲组007号,1065252967@qq.com,91430202MA4LU3QG14,MA4LU3QG-1
株洲湘纺服饰有限公司,龚国平,—,湖南,株洲市,湖南省株洲市攸县网岭镇洞井社区甘溪塘组,,91430223MA4QREU12G,MA4QREU1-2
浙江华云旅游用品有限公司,王伟刚,0573-82263512,浙江,嘉兴市,嘉兴市振兴路796号2、3、7、8幢,YAN@ALTSHADE.COM,913304015575045211,55750452-1
浙江康乐游休闲用品有限公司,傅志平,0570-8500700；0570-8528015；0570-8500727；0570-8500706,浙江,衢州市,浙江省衢州市经济开发区东港二路10号1号厂房,LLL575988@163.COM,91330800751904844F,75190484-4
浙江康玛休闲用品有限公司,马方杰,0574-88123303,浙江,宁波市,宁波市鄞州区潘火街道土桥村,,91330212557968625C,55796862-5
浙江昊宇工贸有限公司,王杰秋,0579-87613997；0579-87613998,浙江,金华市,武义经济开发区百花山工业区,,91330723761323760F,76132376-0
浙江枫丹白露纺织品有限公司,费中山,0579-84256618；0579-85623048,浙江,金华市,浦江县中山特色工业园区,,91330726743470855T,74347085-5
浙江格林豪斯户外用品有限公司,毛小强,0570-4181678,浙江,衢州市,江山市双塔街道社后村长塘顶自然村56号,mxxq2004@163.com,91330800058322870K,05832287-0
浙江翰隆新材料有限公司,沈忠良,0573-87636075；0573-87636078；0573-87502926；0573-87636077；0573-87636079,浙江,嘉兴市,海宁市盐官镇环园西路5-1号1幢1楼,,91330481MA28AR0499,MA28AR04-9
浙江翰隆新材料股份有限公司,沈忠良,0573-87636075；0573-87636079；0573-87636077；0573-87502926；0573-87636078,浙江,嘉兴市,海宁市盐官镇环园西路5-1号1幢1楼,,91330481MA28AR0499,MA28AR04-9
浙江辉阳新材料有限公司,桑心会,—,浙江,嘉兴市,浙江省嘉兴市海宁市海洲街道钱江西路238号广隆财富中心1号楼2009室-1,,91330481MA2BA4217B,MA2BA421-7
浙江金汇休闲制品有限公司,卫金土,0573-87967289；0573-87966622,浙江,嘉兴市,浙江省海宁农业对外综合开发区,173066420@qq.com,91330481736894107G,73689410-7
浙江非凡户外用品有限公司,张鹏,0570-7562015；0570-3032226,浙江,衢州市,浙江龙游工业园区兴北路22号,2633235008@qq.com,91330825MA28F0NB6P,MA28F0NB-6
涿州市宝森帐篷有限公司,谭磊,—,河北,保定市,涿州市桃园办事处城西南街323号,,91130681MA0D6DMG8H,MA0D6DMG-8
涿州市恒彧隆服饰有限公司,刘秋花,—,河北,保定市,河北省保定市涿州市开发区赵各庄村74号,,91130681MA08FBRY6T,MA08FBRY-6
涿州市金益隆昌篷布厂,谭国友,0312-3632929,河北,保定市,涿州市城西南街,,,
珠海丽日帐篷有限公司,陈莉,0756-6250698；0756-5311018；0756-6250670；4006887866；0756-6250677；0756-6320932；0756-6250675；0756-6250671；136312297,广东,珠海市,珠海市斗门区井岸镇新青科技园东福街7号,gxnon@163.com,9144040074802685X4,74802685-X
竹山县锦泰汇贸服饰有限公司,皮慧,—,湖北,十堰市,竹山县擂鼓镇佑城社区佑罐路东侧,15871100555@qq.com,91420323MA496TLH7N,MA496TLH-7
诸城广利纺织科技有限公司,王秀玲,0536-6188233,山东,潍坊市,山东省潍坊市诸城市历山路33号,ssqqg0007@163.com,91370782MA3QLGTK21,MA3QLGTK-2
上海汇展国际物流有限公司深圳分公司,王华东,—,广东,深圳市,深圳市福田区福田街道福山社区彩田南路2030号澳新亚大厦1913-1915,1132590734@qq.com,91440300MA5F64329H,MA5F6432-9
东莞凌创物流有限公司,杨密交,—,广东,东莞市,广东省东莞市松山湖园区工业西路12号1栋328室,,91441900MA52TJTC0C,MA52TJTC-0
东莞市铭冠货运代理有限公司,吴集澄,—,广东,东莞市,广东省东莞市黄江镇合富南街1号之二103室,3054574434@qq.com,91441900MA539AMH4N,MA539AMH-4
九星国际物流（广州）有限公司,陈源,—,广东,广州市,广州市南沙区黄阁镇沙仔北路6号候工楼102-104室(自主申报)(仅限办公用途),373980284@qq.com,91440101MA5AU6JP0Q,MA5AU6JP-0
佛山市浩风货运代理服务有限公司,杜林沅,—,广东,佛山市,佛山市禅城区南庄镇季华西路168号瓷海国际陶瓷交易中心C区第10座第03号(住所申报),,91440604MA53F1G21W,MA53F1G2-1
广东明洋物流有限公司,周丽敏,020-82587526,广东,广州市,广州市黄埔区黄埔公园西路166号8层809房(仅限办公),,91440101MA5CU7DQ59,MA5CU7DQ-5
广州伟捷货运代理有限公司,李贵荣,020-82035216,广东,广州市,广州市黄埔区宝石路17号5层507房(自主申报),550535037@qq.com,91440101MA5AU8991Q,MA5AU899-1
广州佳逸达国际货运代理有限公司,余志鹏,020-37804264,广东,广州市,广州市天河区华穗路406号之二1407室(仅限办公),paul.yu@bp-freightservice.com,91440101MA5CM7XD21,MA5CM7XD-2
广州宇泽货运代理有限公司,刘芬,—,广东,广州市,广州市白云区江高镇双岗东华南街5号首层,1064509208@qq.com,91440101MA5C3JRFX4,MA5C3JRF-X
