企业名称,法定代表人,联系电话,省份,城市,地址,邮箱,网址,经营范围,企业类型,注册资本（万元）,币种,成立日期,统一社会信用代码,所属行业,行业代码,是否有进出口贸易,组织机构代码,经营状态,股票代码,公司名称,英文名称,公司网址,上市市场,公司业务,港股股份数目,主席,主要持股人,董事,公司秘书,注册办事处,公司总部,股份过户登记处,核数师,主要往来银行,法律顾问,电邮地址,区县,参保人数,注册资本,统一信用代码,公司代码,上市板块,A股代码,A股简称,A股上市日期,A股总股本(万股),A股流通股本(万股),B股代码,B股简称,B股上市日期,B股总股本(万股),B股流通股本(万股),发行价格,主承销商,公司简介,主营业务
  东营易恒化工有限责任公司,  郑鑫雨,  0548-2388799；2388788,  山东,  东营市,  垦利县郝家镇驻地(东营市农丰复合肥厂院内),  13963388727@163.com	;	15865466920@163.com	;	,  ,  破乳剂（十二烷醇磺酸钠）、4、4二氨基二苯醚生产销售；绝缘材料销售、pet透明片销售(依法须经批准的项目，经相关部门批准后方可开展经营活动)。,  有限责任公司,  550,  人民币,  2003-03-24,  913705217478393300,  C 制造业,  26,  ,  74783933-0,  在业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  山东佳森化工有限公司,  傅蒙蒙,  0531-85662723；0531-85662792,  山东,  济南市,  山东省济南市天桥区蓝翔路7号尊悦商务宾馆二楼西侧201室,  191405002@qq.com,  www.jiasenchem.com,  水处理剂、水处理设备的销售；水处理剂技术开发、技术转让、技术咨询；水处理剂、水处理设备的加工、生产（仅限分支机构经营）；进出口业务以及其它法律、法规、国务院决定等规定未禁止和不需要经营许可的项目。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,  有限责任公司(自然人独资),  1000,  人民币,  2015-08-12,  91370105353482359R,  C 制造业,  26,  ,  35348235-9,  在业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  山东凯优特化工有限公司,  邵长城,  —,  山东,  淄博市,  山东省淄博市临淄区一诺路鑫一诺大厦12楼1205室,  xieyy@sd-zhuorui.com,  ,"  石油助剂、化工原料及产品、塑料原料及制品、橡胶原料及制品、(以上经营范围)、色母料、重油、渣油、燃料油(大于7号,闪点高于61℃)、蜡油、润滑油、道路沥青、建筑沥青、塑料编织袋、二合一袋、纸塑复合袋、牛皮纸、纸制品、服装鞋帽、办公用品、饰品、劳保用品、机械配件、五金交电、化纤制品、钢材、建筑材料、装饰材料、日用百货、进口仪器仪表、机械设备、机械加工生产线的销售,精馏塔的模拟计算及新型工艺包的设计,货物的进出口)。",  有限责任公司(自然人独资),  300,  人民币,  2017-12-05,  91370305MA3EYQKW0L,  C 制造业,  26,  ,  MA3EYQKW-0,  在业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  山东华辰生物化学有限公司,  姜正军,  0536-7575776；0536-8537701,  山东,  潍坊市,  山东省潍坊市滨海区先进制造业产业园海丰路04930号,  huachenhuaxue@126.com,  ,"  生产、销售:饲料添加剂(D-泛酸钙)(有效期以许可证为准);生产、销售:β-氨基丙酸、L-内酯、工业盐氯化钠、硫酸钙、硫酸铵;货物进出口、技术进出口。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",  其他有限责任公司,  1010,  人民币,  2007-11-26,  913707006693210251,  C 制造业,  26,  是,  66932102-5,  在业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  山东博凯硅胶有限公司,  王营锡,  0633-6218088,  山东,  日照市,"  山东省日照市莒县经济开发区威海路以北,崂山路以西",  sxe63303003@163.com,  www.sdbkgj.com,"  硅胶产品生产、销售(有效期限以许可证为准)。经营本企业自产产品的出口业务,企业生产所需的原辅材料及相关技术的进口业务,但国家限制、禁止经营的商品除外。(涉及许可证件经营的凭有效证件经营).(依法须经批准的项目,经相关部门批准后方可开展经营活动)。",  有限责任公司(自然人投资或控股),  1500,  人民币,  2008-07-31,  91371122678133966H,  C 制造业,  26,  是,  67813396-6,  在业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  山东嘉源化工有限公司,  潘云川,  0537-7015566,  山东,  济宁市,  汶上县寅寺镇政府驻地(联想化工园区),  87155045@163.com,  www.sdjiayuanchem.com,  水处理氧化剂(单过硫酸氢钾、过氧化钙、过氧化镁)、缩水甘油醚(酯)、含氟吡唑的试生产;化工产品的销售。,  有限责任公司(自然人投资或控股),  1000,  人民币,  2014-08-22,  913708303127633307,  C 制造业,  26,  ,  31276333-0,  在业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  山东孚益新材料有限公司,  范晓祥,  —,  山东,  潍坊市,  山东省潍坊市滨海区大家洼街道海化街路北、富源路西潍坊东方红化工有限公司1号办公楼706室,  369liyanjun@163.com,  ,"  生产、销售:功能性高分子材料、化工产品(不含许可产品);与上述范围相关的技术开发与技术服务;国家允许的货物和技术的进出口业务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",  有限责任公司(自然人投资或控股),  3000,  人民币,  2017-05-09,  91370700MA3DM14R3K,  C 制造业,  26,  ,  MA3DM14R-3,  在业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  山东宝运艾科化工有限公司,  宋宜华,  0533-3980317,  山东,  淄博市,  淄博高新技术产业开发区新华国际医药工业园东区,  2451449836@qq.com,  ,"  开发、生产二乙烯苯,销售本公司生产的产品(依法须经批准的项目,经相关部门批准后方可开展经营活动,有效期限以许可证为准)。",  有限责任公司(中外合资),  1500,  人民币,  2007-03-13,  91370300798675321P,  C 制造业,  26,  是,  79867532-1,  在业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  山东富宇化工有限公司,  张全峰,  0546-6083222,  山东,  东营市,  山东省东营市河口区富海工业园,  fyhgcw@126.com,  www.sdfyhg.com,  液化石油气80000吨/年、柴油[闭杯闪点,  有限责任公司(自然人投资或控股),  25600,  人民币,  2012-03-05,  913705035913897903,  C 制造业,  26,  是,  59138979-0,  在业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  山东富斯特油脂科技有限公司,  张海,  0543-2261977,  山东,  滨州市,  博兴县经济开发区高科工业园,  fusitecaiwu@163.com	;	export@sinofusite.com	;	fusiteyouzhi@123.com	;	fusiteyouzhhi@123.com	;	,  www.sinofusite.com	;	www.sinofusite.com	;	www.fusiteoil.com	;	,  40%二甲胺水溶液、脂肪烷基二甲基叔胺（DMA12、DMA12/14、DMA14、DMA16、DMA18、DMA18/16)；脂肪烷基三甲基氯化铵（1231、1431、1631、1831）；脂肪烷基二甲基苄基氯化铵（1227、1427、1627、1827、BS-12、BS-18）生产销售（有效期限以许可证为准）；脂肪醇、有机胺系列产品销售（依法须经批准的项目，经相关部门批准后方可...,  有限责任公司,  3000,  人民币,  2011-03-24,  91371625571667175H,  C 制造业,  26,  是,  57166717-5,  在业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  山东康泰化工有限公司,  李康,  0537-2599990,  山东,  济宁市,  济宁市济北化工园区晨光路西首北侧,  1312260687@qq.com; kemical@163.com; chemicalkt@126.com; kthg2013@163.com; kt@chemicalkt.com,  http://www.chemicalkt.com,  饲料添加剂生产、销售；化工产品（不含化学危险品）的销售；普通货物及技术的进出口业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,  有限责任公司(自然人投资或控股),  3000,  人民币,  2012-08-20,  9137081105238734XR,  C 制造业,  26,  是,  05238734-X,  在业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  山东方吉通化工有限公司,  伊丕亮,  —,  山东,  淄博市,  淄博市临淄区齐鲁国际塑化城精品塑化区1号楼23号,  307430760@qq.com,  ,"  过氧化氢溶液[含量>8%]、水合肼[含肼≤64%]、硫磺、钠、过氧化钙、硝酸、1,2-乙二胺、石油原油（依法需经其他有关部门批准的，经批准后方可经营）、柴油[闭杯闪点≤60℃] （依法需经其他有关部门批准的，经批准后方可经营）、汽油（依法需经其他有关部门批准的，经批准后方可经营）、煤油（依法需经其他有关部门批准的，经批准后方可经营）、液化石油气（仅限工业生产原料等非燃料用途）等《危险化学品经营许可证》许可范围内的产品销售（不含储存，有效期限以许可证为准）；化工原料及产品、化学试剂、塑料助剂、造纸助剂、水处",  有限责任公司(自然人独资),  2000,  人民币,  2019-05-08,  91370305MA3PPK7278,  C 制造业,  26,  ,  MA3PPK72-7,  在业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  山东方明化工股份有限公司,  石峰,  0530-7608111；0530-7608000,  山东,  菏泽市,  菏泽市东明县化工园,  13515308538@139.com,  ,"  环已酮、轻质油、X油、碳酸钠、环已烷、环已醇、精醇酮、高新能尼龙6的生产销售(有效期限以许可证为准)。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",  股份有限公司,  38800,  人民币,  2002-07-04,  913717007409572625,  C 制造业,  26,  是,  74095726-2,  在业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  山东洪鼎化工有限公司,  石峰,  0530-6302041；0530-6302023,  山东,  菏泽市,  菏泽市郓城县煤化工业园区,  hdhgwms@163.com,  http://www.hongyegc.coml,"  己二酸、二元酸的生产与销售。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",  其他有限责任公司,  30000,  人民币,  2010-12-06,  91371700566711434N,  C 制造业,  26,  是,  56671143-4,  在业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  山东浩然特塑股份有限公司,  徐东国,  0631-3888168,  山东,  威海市,  山东省威海市临港经济技术开发区开元东路264号,  18263180155@163.com,  http://www.horann.com,"  聚砜、聚醚砜、聚苯砜、聚醚醚酮工程塑料原料及二次制品的研发、生产、销售,氯化钠(工业级)、氯化钾(工业级)的生产、销售,化工非标设备设计、制作、安装;备案范围内的货物、技术进出口业务;食品接触用塑料制品的生产与销售。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",  股份有限公司(非上市、自然人投资或控股),  6497,  人民币,  2010-08-13,  91371000559936678P,  C 制造业,  26,  是,  55993667-8,  在业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  山东港景石油化工有限公司,  孟召峰,  0538-2999929；0538-2999926,  山东,  泰安市,  山东省泰安市东平县东平街道井仓村,  13953831199@163.com,  ,  润滑油、润滑脂、防冻液加工、销售。,  有限责任公司(自然人投资或控股),  1000,  人民币,  2016-01-13,  91370923MA3C5GPJ9D,  C 制造业,  251,  ,  MA3C5GPJ-9,  在业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  山东源海德曼润滑油有限公司,  郑玉柱,  0531-87588999；0531-87984697；0531-87992588；0531-58676930,  山东,  济南市,  山东省济南市市中区经十西路7588,  1547571017@qq.com; 784491691@qq.com; 1547571017@com.cn,  ,  加工、销售：润滑油、防冻液；汽车配件、汽车装具、桶装润滑油、轮胎、电瓶的销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,  有限责任公司(自然人投资或控股),  300,  人民币,  2001-05-29,  91370103728631462B,  C 制造业,  251,  ,  72863146-2,  在业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  山东金虹钛白化工有限公司,  孙家财,  0533-4611374,  山东,  淄博市,  淄博市博山经济开发区张庄村,  sdjitb@163.com,  ,"  硫酸生产、销售*(有效期限以许可证为准);聚合硫酸铁、钛白粉、硫酸亚铁生产、销售;货物、技术进出口(依法须经批准的项目,经相关部门批准后方可开展经营活动)。",  有限责任公司(自然人投资或控股),  8000,  人民币,  2002-03-12,  91370304737201202W,  C 制造业,  26,  是,  73720120-2,  在业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  山东鲁深发化工有限公司,  吴俊同,  0546-6096399,  山东,  东营市,  东营港经济开发区港西二路以西、港北二路以南,  shandonglushenfahuagong@126.com,  ,"  甲基叔丁基醚、甲醇、干气、液化石油气、混合芳烃、精制石脑油生产销售;异丁烯,乙炔,正丁烷,正戊烷,氢,甲基叔丁基醚,石脑油,1,3-丁二烯[稳定的],二甲醚,液化石油气,氮[压缩的或液化的],甲醇,煤焦油,乙酸正丁酯,丙烯,氧[压缩的或液化的](无储存)销售(有效期以许可证为准);燃料油(闪点≧61℃)销售;化工产品(不含危险化学品)、塑料制品销售,黄金饰品、白银及其制品销售,自营和代理各类商品及技术进出口业务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",  其他有限责任公司,  16518,  人民币,  2009-06-02,  9137050068948522XE,  C 制造业,  26,  是,  68948522-X,  在业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  山东龙口双龙化工有限公司,  刘长青,  0535-8813627,  山东,  烟台市,  龙口经济开发区电厂东路166号,  1121082092@qq.com; doubledragon.sd@gmail.com,  www.lkslhg.com,  制造销售颜料、 染料 、 染料中间体D-泛酸钙及其它化工产品(不含危险化学品)； 经营本企业自产产品及技术的出口业务经营本企业生产科研所需的原辅材料、 仪器仪表 、机械设备、 零配件及技术的进口业务（国家限定公司经营和国家禁止进出口的商品及技术除外）；经营进料加工和“三来一补”业务。(依法须经批准的项目，经相关部门批准后方可开展经营活动)。,  有限责任公司(自然人投资或控股),  728,  人民币,  1999-11-12,  91370681723854333R,  C 制造业,  26,  是,  72385433-3,  在业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  山东龙口市有机化工有限公司,  吴泽文,  0535-8857212,  山东,  烟台市,  龙口镇和平村,  15063801686@163.com; 8857212@163.com; lklyx1970@163.com,  ,  化工原料及制品（不含危险化学品）、塑料包装制品 、纸制包装制品批发、零售。(依法须经批准的项目，经相关部门批准后方可开展经营活动)。,  有限责任公司(自然人投资或控股),  50,  人民币,  2000-05-16,  913706811694543665,  C 制造业,  26,  ,  16945436-6,  在业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  山东龙嘉工矿科技有限公司,  陈卫峰,  0537-5510366；0537-5251459；4006464121,  山东,  济宁市,  山东省济宁市邹城市中心店镇双桥村村北-东滩矿北风井西邻,  13853783516@163.com; 5251459@163.com,  ,  液压支架用浓缩液专用阀门生产；液压支架用乳化油、液压支架用浓缩液、液压支架用防冻液、氧化钙、汽车养护用品生产；切削液、化工原料（不含危险化学品）、齿轮油、抗磨液压油、工矿配件、橡胶制品、托辊、滚筒包胶、机械设备的销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,  有限责任公司(自然人投资或控股),  5000,  人民币,  1990-12-04,  913708831661437304,  C 制造业,  26,  ,  16614373-0,  在业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  平原信达化工股份有限公司,  李敬祥,  0534-4665666；0534-4290998；0534-4665698,  山东,  德州市,  平原县坊子乡北,  PYXD5678@163.com,  http://www.xdchem.com.cn,"  光气、一氧化碳、氯代甲酸-2-乙基己酯、硬脂酰氯、猩红酸双钠盐、盐酸、氧气、氮气生产、销售(在安全生产许可证、监控品生产特别许可证有效期内经营);货物的进出口业务(以上范围国家限制和禁止的除外,涉及审批或许可经营的凭审批手续或许可证经营)。",  股份有限公司(非上市、自然人投资或控股),  6200,  人民币,  2009-09-01,  91371400694413298A,  C 制造业,  26,  是,  69441329-8,  在业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  广饶华邦化学有限公司,  孙克俭,  0546-6529777,  山东,  东营市,  广饶县丁庄镇政府驻地,  grhbhx@163.com,  http://www.grhuabang.com,"  加工销售:轻芳烃(4.8万吨/年)、液化石油气(9.476万吨/年)、异辛烷(20.352万吨/年)、甲基叔丁基醚(10万吨/年)、叔丁醇(3万吨/年)、重组分(异辛烯72%、异己烷5%、异庚烯7%、三聚异丁烯5%)(2.7万吨/年)、正丁烷(5.52万吨/年)***。(有效期限以许可证为准)。经核准的进出口业务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。",  有限责任公司(自然人投资或控股的法人独资),  10000,  人民币,  2009-08-12,  9137052369312761XK,  C 制造业,  26,  是,  69312761-X,  在业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  招远市石油化工厂有限公司,  刘进芳,  0535-8216210；0535-8215012；0535-8266999；0535-8155755；0535-8129688；0535-8228331,  山东,  烟台市,  山东省招远市罗峰街道办事处南楼里头村西,  zyssyhgcyxgs@163.com; hfsycw999969@sina.com,  ,  聚丙烯生产（有效期限以许可证为准）；货物与技术的进出口（依法须经批准的项目，经相关部门批准后方可开展经营活动）。,  有限责任公司(自然人投资或控股),  934.7,  人民币,  1988-12-31,  91370685165227772T,  C 制造业,  251,  ,  16522777-2,  在业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  济宁市金通化工有限责任公司,  晁来点,  —,  山东,  济宁市,  嘉祥县金屯镇驻地南一公里处*,  jthg123321@163.com,  ,  润滑油、轻蜡油、基础油、重油加工、销售;化工产品、塑料制品、橡胶制品销售;蜡油、燃料油、轻蜡油、基础油(储存);200#溶剂油、丙烷、石脑油、渣油、甲基叔丁基醚、苯、轻质油、乙醇、甲醇、甲缩醛(无储存)销售(有效期限以许可证为准);汽油、柴油批发(有效期限以许可证为准)。。,  有限责任公司(自然人独资),  3100,  人民币,  2007-04-28,  91370829661395361H,  C 制造业,  251,  ,  66139536-1,  在业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  上海向崇物业管理有限公司,  龚国培,  021-59443376,  上海,  上海市,  崇明县向化镇六滧河路696号17号楼149室(上海永冠经济开发区),  gonglei711@163.com,  ,"  物业管理,安全防范工程咨询,商务咨询,投资咨询,建筑劳务分包,为国内企业提供劳务派遣服务,保洁服务,绿化养护,会务服务,家庭服务,机动车驾驶服务,机械设备租赁,汽车租赁,市政工程,建筑装饰工程,土石方工程,水电安装。",  有限责任公司(自然人投资或控股),  200,  人民币,  2008-10-08,  91310230680967572B,  K 房地产业,  7020,  ,  68096757-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  上海宜安物业管理有限公司,  周斌,  —,  上海,  上海市,  上海市崇明区新河镇新开河路825号1幢209室(上海新河经济小区),  yianwy@yianwy.com,  www.yianwy.com,"  物业管理,建筑工程施工,房屋维修,自有房屋租赁,建筑设备维修,室内装潢,商务信息咨询,清洁服务,设计、制作各类广告,会务服务,展览展示服务,停车服务,停车场(库)经营管理,安全防范工程,餐饮企业管理,日用百货、电脑及周边设备、服装、服饰、工艺礼品)的销售。",  有限责任公司(自然人投资或控股),  1000,  人民币,  2005-11-14,  913102307824463724,  K 房地产业,  7020,  ,  78244637-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  上海悦聘物业管理有限公司,  陆月美,  021-38012023,  上海,  上海市,  浦东新区惠南镇城西路200号8楼43室,  405833996@163.com,  http://www.yuepinwuye.com,"  物业管理,道路维修,下水道维修,房屋维修,水电安装,排水工程施工,绿化养护,金属材料、建筑装潢材料、花卉、苗木的销售,停车场(库)经营,建筑装修装饰建设工程专业施工,绿化工程,自有设备租赁,餐饮企业管理,家政服务。",  有限责任公司(自然人投资或控股),  500,  人民币,  2010-02-04,  91310115550090215D,  K 房地产业,  7020,  ,  55009021-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  上海新古北物业管理有限公司,  李奕,  021-32304874；021-32304874-23；021-32304874-11；021-32304874-26,  上海,  上海市,  上海市青浦区天辰路2801-2809号5幢3层B区339室,  407102152@qq.com,  ,"  物业管理,室内保洁,绿化工程,通讯设备的维修,室内装潢,销售日用百货。",  有限责任公司(外商投资企业与内资合资),  100,  人民币,  2004-04-09,  91310118761160172A,  K 房地产业,  7020,  ,  76116017-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  上海真方物业管理有限公司,  施明,  —,  上海,  上海市,  上海市嘉定区嘉戬公路328号7幢7层J1823室,  41064021@QQ.COM,  ,"  物业管理,保洁服务,网络工程,家用电器修理,花卉租赁(不得从事金融租赁),水暖电建设工程作业,建筑工程,绿化工程,花卉、日用百货、五金交电、建筑装潢材料、电子产品的销售,从事建筑消防设施的技术检测。【依法须经批准的项目,经相关部门批准后方可开展经营活动】",  有限责任公司(自然人投资或控股),  120,  人民币,  2009-10-22,  913101146958099058,  K 房地产业,  7020,  ,  69580990-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  保利物业发展股份有限公司,  黄海,  020-89899986；020-89898084；0731-5485955,  广东,  广州市,  广州市海珠区阅江中路688号201-208房,  wuye@polycn.com,  http://www.polywuye.com,  物业管理;酒店管理;会议及展览服务;房地产中介服务;场地租赁（不含仓储）;家庭服务;建筑物清洁服务;园林绿化工程服务;房屋建筑工程施工;家具零售;室内装饰、装修;市政公用工程施工;机电设备安装服务;建筑工程后期装饰、装修和清理;建筑结构防水补漏;建筑物电力系统安装;智能化安装工程服务;监控系统工程安装服务;保安监控及防盗报警系统工程服务;商品批发贸易（许可审批类商品除外）;企业管理咨询服务;商品房收楼验房服务;餐饮管理;百货零售（食品零售除外）;水果零售;干果、坚果零售;生鲜家禽零售;蛋类零售;水产品零售,  其他股份有限公司(非上市),  40000,  人民币,  1996-06-26,  914401012312453719,  K 房地产业,  7020,  ,  23124537-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  保利物业发展股份有限公司安徽分公司,  黄巧生,  0551-62663866；0551-63755972,  安徽,  合肥市,  安徽省合肥市包河区西藏路与林芝路交叉口滨湖社区服务中心509-510房,  ahoffice@polywuye.com,  http://www.polywuye.com,  物业管理;酒店管理;会议及展览服务;房地产中介服务;场地租赁;家庭服务;建筑物清洁服务;园林绿化工程服务;房屋建筑工程施工;家具零售;室内装饰、装修;市政公用工程施工;机电设备安装服务;建筑工程后期装饰、装修和清理;建筑结构防水补漏;建筑物电力系统安装;智能化安装工程服务;监控系统工程安装服务;保安监控及防盗报警系统工程服务;商品批发贸易);企业管理咨询服务;商品房收楼验房服务;餐饮管理;百货零售);水果零售;干果、坚果零售;生鲜家禽零售;蛋类零售;水产品零售;自有房地产经营活动;房屋租赁;绿化管理、养护,  股份有限公司分公司(非上市、外商投资企业投资）,  ,  ,  2011-10-27,  91340100584597110B,  K 房地产业,  7020,  ,  58459711-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  保利物业发展股份有限公司成都分公司,  刘旭奔,  028-85231188,  四川,  成都市,  成都市武侯区领事馆路7号1栋1单元2401、2407号,  ,  ,  物业管理;酒店管理;会议及展览服务;房地产中介服务;场地租赁;家庭服务;建筑物清洁服务;园林绿化工程服务;房屋建筑工程施工;家具零售;室内装饰、装修;市政公用工程施工;机电设备安装服务;建筑工程后期装饰、装修和清理;建筑结构防水补漏;建筑物电力系统安装;智能化安装工程服务;监控系统工程安装服务;保安监控及防盗报警系统工程服务;商品批发贸易);企业管理咨询服务;商品房收楼验房服务;餐饮管理;百货零售;水果零售;干果、坚果零售;蛋类零售;境内旅游和入境旅游招徕、咨询服务;出境旅游招徕、咨询服务;自有房地产经营,  其他股份有限公司分公司(非上市),  ,  ,  2008-07-08,  91510107677165827U,  K 房地产业,  7020,  ,  67716582-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  北京奥中世贸物业管理有限公司,  雷文英,  010-65871090,  北京,  北京市,  北京市朝阳区光华路甲9号世贸国际公寓4号楼528号,  hr@theplace.cn,  http://www.theplace.cn,  物业管理;机动车公共停车场服务。(。),  有限责任公司(中外合资),  3000,  人民币,  2006-03-06,  911101057839554007,  K 房地产业,  7020,  ,  78395540-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  北京奥伍物业管理有限公司,  王锦泓,  010-85408808；010-85188926,  北京,  北京市,  北京市朝阳区建国路86号院1号楼14层,  chenxi02@kaisagroup.com,  ,"  物业管理;酒店管理;餐饮管理;城市园林绿化管理;会议服务;健身服务;机动车公共停车场服务;旅游信息咨询;从事房地产经纪业务;企业管理咨询;承办展览展示;家居装饰设计;销售金属材料、日用品、汽车配件;餐饮服务;销售食品;住宿。(企业依法自主选择经营项目,开展经营活动;销售食品、餐饮服务、住宿以及;。)",  有限责任公司(法人独资),  50,  人民币,  2008-05-26,  91110101675708269W,  K 房地产业,  7020,  ,  67570826-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  北京斯马特物业管理有限公司,  张林华,  —,  北京,  北京市,  北京市海淀区岭南路36号8幢七层,  75949942@qq.com,  ,"  物业管理;餐饮管理;建筑物清洁服务;房屋的清扫、消毒;企业管理;城市园林绿化;销售日用杂货、工艺品、建筑材料、针纺织品、金属材料;技术服务、技术咨询、技术转让;出租商业用房;机动车公共停车场服务;害虫的防治服务;灭鼠及预防;机械设备租赁;家政服务(限符合家政服务通用要求);会议服务;软件开发;计算机系统服务;健康咨询);劳务派遣(劳务派遣经营许可证有效期至2022年12月22日);销售食品;餐饮服务;城市生活垃圾清扫、收集、运输、处理。(企业依法自主选择经营项目,开展经营活动;销售食品、餐饮服务、城市生活",  其他有限责任公司,  3000,  人民币,  2003-10-27,  91110108755258894Q,  K 房地产业,  7020,  ,  75525889-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  北京澳西物业管理有限公司,  黄菲,  010-51389388；010-51399998,  北京,  北京市,  北京市朝阳区东四环中路82号2-1座601号,  maxiaolin@aocean.net,  http://www.aocean.net,"  物业管理;供暖服务;机动车公共停车场服务;计算机技术培训;会议服务;技术咨询;企业管理咨询;打字、复印;干洗服务(仅限分支机构经营);洗车服务(仅限分支机构经营);出租商业用房;餐饮服务(仅限分支机构经营);租赁建筑工程机械设备;产品设计;销售机械设备、食用农产品、建筑材料、服装、箱包、体育用品、饲料、花卉;汽车装饰;家庭服务(不符合家政服务通用要求不得开展经营活动);教育咨询;销售食品;饮用水供水服务;代理记账。(企业依法自主选择经营项目,开展经营活动;代理记账、销售食品、饮用水供水服务以及;。)",  有限责任公司(法人独资),  5000,  人民币,  2004-01-19,  911101057582081716,  K 房地产业,  7020,  ,  75820817-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  北京首万物业服务有限公司天津分公司,  邹明,  022-88155499；022-88623030,  天津,  天津市,  天津市东丽区华明新家园居住区9号地首创一溪堤郡配套公建房,  sunshuai@kinvo.cn,  ,  物业管理;房地产经纪;本市境内劳务服务);企业管理咨询;技术咨询;停车场服务;热力供应;出租商业用房、办公用房;销售日用百货。,  有限责任公司分公司,  ,  ,  2008-02-01,  911201046714687559,  K 房地产业,  7020,  ,  67146875-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  厦门佰仕达物业管理有限公司,  戴继光,  0592-5136366,  福建,  厦门市,  中国(福建)自由贸易试验区厦门片区象屿路97号厦门国际航运中心D栋8层03单元C之六,  lxlclq@163.com,  ,  物业服务；汽车清洗、汽车美容；批发零售室内装饰材料、建筑材料。,  有限责任公司（自然人投资或控股的法人独资）,  510,  人民币,  1999-07-12,  913502037054149166,  K 房地产业,  7020,  ,  70541491-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
